year;code;name;amount;policy
2023;291M;Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración;6.695.288,35;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2023;31RC;C18.I03 Aumento de capacidades de respuesta ante crisis sanitarias. Sanidad;15.660,00;31. SANIDAD
2023;311M;Dirección y Servicios Generales de Sanidad;17.980,06;31. SANIDAD
2023;312B;Atención primaria de salud. Instituto Nacional de Gestión Sanitaria;79.385,39;31. SANIDAD
2023;312C;Atención especializada de salud. Instituto Nacional de Gestión Sanitaria;204.671,18;31. SANIDAD
2023;312D;Medicina marítima;39.241,77;31. SANIDAD
2023;312F;Atención primaria de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina;997.383,21;31. SANIDAD
2023;312G;Atención especializada de salud de Mutuas colaboradoras con la Seguridad Social e Instituto Social de la Marina;486.583,80;31. SANIDAD
2023;322I;Enseñanzas especiales;2.951,96;32. EDUCACIÓN
2023;000X;Transferencias y libramientos internos (Sección: 60 SEGURIDAD SOCIAL);5.444.358,97;32. EDUCACIÓN
2024;911M;Jefatura del Estado;8.431,15;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;911N;Actividad legislativa;268.007,17;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;911O;Control externo del Sector Público;78.372,36;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;911P;Control Constitucional;30.486,00;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;912N;Alto asesoramiento del Estado;14.686,84;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;951M;Amortización y gastos financieros de la deuda pública en euros;128.738.279,10;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2024;951N;Amortización y gastos financieros de la deuda pública en moneda extranjera;58.562,00;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2024;211B;Pensiones de Clases Pasivas;20.369.000,89;21. PENSIONES
2024;211C;Otras pensiones y prestaciones de Clases Pasivas;49.447,74;21. PENSIONES
2024;212B;Pensiones de guerra;81.093,93;21. PENSIONES
2024;000X;Transferencias y libramientos internos (Sección: 07 CLASES PASIVAS);249,75;21. PENSIONES
2024;111M;Gobierno del Poder Judicial;43.258,25;11. JUSTICIA
2024;111O;Selección y formación de jueces;24.135,74;11. JUSTICIA
2024;111P;Documentación y publicaciones judiciales;10.939,81;11. JUSTICIA
2024;923S;Aportaciones al Mutualismo Administrativo;2.281.136,60;92. SERVICIOS DE CARÁCTER GENERAL
2024;000X;Transferencias y libramientos internos (Sección: 09 APORTACIONES AL MUTUALISMO ADMINISTRATIVO);98.330,95;92. SERVICIOS DE CARÁCTER GENERAL
2024;923R;Contratación centralizada;317.071,70;92. SERVICIOS DE CARÁCTER GENERAL
2024;141M;Dirección y Servicios Generales de Asuntos Exteriores, Unión Europea y Cooperación;95.878,53;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;142A;Acción del Estado en el exterior;855.757,36;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;142B;Acción Diplomática ante la Unión Europea;24.399,75;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;143A;Cooperación para el desarrollo;998.051,19;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;144A;Cooperación, promoción y difusión cultural en el exterior;148.422,95;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;467G;Investigación y desarrollo de la Sociedad de la Información;1.759,66;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;000X;Transferencias y libramientos internos (Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN);664.535,54;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;111N;Dirección y Servicios Generales de Justicia;134.941,34;11. JUSTICIA
2024;111Q;Formación del Personal de la Administración de Justicia;10.154,97;11. JUSTICIA
2024;111R;Formación de la Carrera Fiscal;10.112,18;11. JUSTICIA
2024;112A;Tribunales de Justicia y Ministerio Fiscal;1.963.188,44;11. JUSTICIA
2024;113M;Registros vinculados con la Fe Pública;36.669,01;11. JUSTICIA
2024;135M;Protección de datos de carácter personal;18.420,74;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;222M;Prestaciones económicas del Mutualismo Administrativo;26.682,41;22. OTRAS PRESTACIONES ECONÓMICAS
2024;312E;Asistencia sanitaria del Mutualismo Administrativo;101.490,42;31. SANIDAD
2024;337A;Administración del Patrimonio Histórico-Nacional;121.131,72;33. CULTURA
2024;337D;Administración de los Reales Patronatos;5.511,51;33. CULTURA
2024;42KD;C11.I04 Plan de Transición Energética en la Administración General del Estado;22.050,98;42. INDUSTRIA Y ENERGÍA
2024;462M;Investigación y estudios sociológicos y constitucionales;17.177,75;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;467G;Investigación y desarrollo de la Sociedad de la Información;1.582,63;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;911Q;Apoyo a la gestión administrativa de la Jefatura del Estado;7.775,83;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;912M;Presidencia del Gobierno;55.594,40;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;912O;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección;48.341,99;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;921Q;Cobertura informativa;78.363,60;92. SERVICIOS DE CARÁCTER GENERAL
2024;921R;Publicidad de las normas legales;32.124,74;92. SERVICIOS DE CARÁCTER GENERAL
2024;921S;Asesoramiento y defensa de los intereses del Estado;44.657,51;92. SERVICIOS DE CARÁCTER GENERAL
2024;000X;Transferencias y libramientos internos (Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES);119.480,90;92. SERVICIOS DE CARÁCTER GENERAL
2024;12SC;C19.I03 Competencias digitales para el empleo. Defensa;11.000,00;12. DEFENSA
2024;121M;Administración y Servicios Generales de Defensa;2.536.909,04;12. DEFENSA
2024;121N;Formación del Personal de las Fuerzas Armadas;494.328,15;12. DEFENSA
2024;121O;Personal en reserva;579.999,37;12. DEFENSA
2024;122A;Modernización de las Fuerzas Armadas;459.203,70;12. DEFENSA
2024;122B;Programas especiales de modernización;4.901.716,30;12. DEFENSA
2024;122M;Gastos Operativos de las Fuerzas Armadas;2.305.563,40;12. DEFENSA
2024;122N;Apoyo Logístico;1.028.109,11;12. DEFENSA
2024;222M;Prestaciones económicas del Mutualismo Administrativo;78.544,21;22. OTRAS PRESTACIONES ECONÓMICAS
2024;312A;Asistencia hospitalaria en las Fuerzas Armadas;178.236,75;31. SANIDAD
2024;312E;Asistencia sanitaria del Mutualismo Administrativo;758.956,87;31. SANIDAD
2024;42KD;C11.I04 Plan de Transición Energética en la Administración General del Estado;159.592,89;42. INDUSTRIA Y ENERGÍA
2024;464A;Investigación y estudios de las Fuerzas Armadas;232.101,48;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;912Q;Asesoramiento para la protección de los intereses nacionales;334.108,04;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;931P;Control interno y Contabilidad Pública;62,13;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;000X;Transferencias y libramientos internos (Sección: 14 MINISTERIO DE DEFENSA);395.406,29;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;337B;Conservación y restauración de bienes culturales;8.027,14;33. CULTURA
2024;42KD;C11.I04 Plan de Transición Energética en la Administración General del Estado;30.410,76;42. INDUSTRIA Y ENERGÍA
2024;422A;Incentivos regionales a la localización industrial;144.055,26;42. INDUSTRIA Y ENERGÍA
2024;462N;Investigación y estudios estadísticos y económicos;6.512,02;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;467G;Investigación y desarrollo de la Sociedad de la Información;14.851,76;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;492N;Regulación y vigilancia de la competencia en el Mercado de Tabacos;8.717,91;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;92SC;C19.I03 Competencias digitales para el empleo. Servicios de carácter general;2.941,00;92. SERVICIOS DE CARÁCTER GENERAL
2024;921T;Servicios de transportes de Ministerios;48.534,32;92. SERVICIOS DE CARÁCTER GENERAL
2024;922N;Coordinación y relaciones financieras con los Entes Territoriales;16.008.898,70;92. SERVICIOS DE CARÁCTER GENERAL
2024;923A;Gestión del Patrimonio del Estado;226.782,29;92. SERVICIOS DE CARÁCTER GENERAL
2024;923M;Dirección y Servicios Generales de Hacienda y Función Pública;1.089.651,47;92. SERVICIOS DE CARÁCTER GENERAL
2024;923N;Formación del personal de Economía y Hacienda;25.120,06;92. SERVICIOS DE CARÁCTER GENERAL
2024;93KE;C11.I05 Transformación de la Administración para la Ejecución del PRTR. Administración Financiera y Tributaria;467,00;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;931N;Política presupuestaria;77.089,23;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;931O;Política tributaria;5.969,21;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;931P;Control interno y Contabilidad Pública;92.289,02;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;931Q;Control y Supervisión de la Política Fiscal;10.578,90;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;932A;Aplicación del sistema tributario estatal;1.395.873,89;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;932M;Gestión del catastro inmobiliario;114.037,93;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;932N;Resolución de reclamaciones económico-administrativas;31.297,26;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;000X;Transferencias y libramientos internos (Sección: 15 MINISTERIO DE HACIENDA);1.421.979,15;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2024;131M;Dirección y Servicios Generales de Seguridad y Protección Civil;442.583,55;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;131N;Formación de Fuerzas y Cuerpos de Seguridad del Estado;178.908,67;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;131O;Fuerzas y Cuerpos en reserva;304.720,15;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;131P;Derecho de asilo y apátridas;16.202,48;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;132A;Seguridad ciudadana;7.417.008,17;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;132B;Seguridad vial;843.692,10;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;132C;Actuaciones policiales en materia de droga;108.468,89;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;133A;Centros e Instituciones Penitenciarias;1.326.257,79;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;134M;Protección Civil;16.749,71;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2024;924M;Elecciones y Partidos Políticos;461.567,98;92. SERVICIOS DE CARÁCTER GENERAL
2024;000X;Transferencias y libramientos internos (Sección: 16 MINISTERIO DEL INTERIOR);142.301,22;92. SERVICIOS DE CARÁCTER GENERAL
2024;441M;Subvenciones y apoyo al transporte terrestre;2.604.241,89;44. INFRAESTRUCTURAS
2024;441N;Subvenciones y apoyo al transporte marítimo;183.948,92;44. INFRAESTRUCTURAS
2024;441O;Subvenciones y apoyo al transporte aéreo;573.860,05;44. INFRAESTRUCTURAS
2024;441P;Subvenciones al transporte extrapeninsular de mercancías;84.279,24;44. INFRAESTRUCTURAS
2024;45AA;C01.I01 Zonas de bajas emisiones y transformación del transporte urbano y metropolitano. Infraestructuras y Ecosistemas Resilientes;987.148,53;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45AC;C01.I03 Actuaciones de mejora de la calidad y fiabilidad en el servicio de Cercanías.;358.989,77;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45FA;C06.I01 Red nacional de transporte: Corredores europeos.;236.816,02;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45FB;C06.I02 Red Transeuropea de Transporte. Otras actuaciones. Infraestructuras y Ecosistemas Resilientes;514.984,74;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45FC;C06.I03 Intermodalidad y logística;316.681,12;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45FD;C06.I04 Programa de apoyo para un transporte sostenible y digital;132.000,00;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;45SC;C19.I03 Competencias digitales para el empleo. Transportes y Movilidad.;11.500,00;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;451M;Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;33.395,55;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;451N;Dirección y Servicios Generales de Transportes y Movilidad Sostenible;439.055,61;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453A;Infraestructura del transporte ferroviario;1.733.244,11;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453B;Creación de infraestructura de carreteras;1.593.547,10;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453C;Conservación y explotación de carreteras;1.208.409,41;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453M;Ordenación e inspección del transporte terrestre;24.304,79;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453N;Regulación y supervisión de la seguridad ferroviaria;16.463,52;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;453O;Comisión de Investigación de Accidentes Ferroviarios;516,15;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;454M;Regulación y seguridad del tráfico marítimo;36.829,51;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;454O;Comisión de Investigación de Accidentes e Incidentes Marítimos;2.687,18;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;455M;Regulación y supervisión de la aviación civil;92.932,63;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;455O;Comisión de Investigación de Accidentes e Incidentes de Aviación Civil;1.762,85;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2024;46AA;C01.I01 Zonas de bajas emisiones y transformación del transporte urbano y metropolitano. I+D+i+Digitalización;2.580,17;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;46FB;C06.I02 Red Transeuropea de Transporte. Otras actuaciones. I+D+i+Digitalización;30.284,54;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;46QC;C17.I03 Nuevos proyectos I+D+I Publico Privados, Interdisciplinares, Pruebas de concepto y concesión de ayudas consecuencia de convocatorias competitivas internacionales. I+D de vanguardia orientada a retos de la sociedad. Compra pública pre-comercial.;4,47;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;467B;Investigación, desarrollo y experimentación en transporte e infraestructuras;1.000,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;467G;Investigación y desarrollo de la Sociedad de la Información;980,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;495A;Desarrollo y aplicación de la información geográfica española;45.961,78;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;497M;Salvamento y lucha contra la contaminación en la mar;189.760,00;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;000X;Transferencias y libramientos internos (Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE);141.080,75;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;14SB;C19.I02 Transformación Digital de la Educación. Política Exterior;324,11;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;144B;Cooperación, promoción y difusión educativa en el exterior;11.243,25;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;24TA;C20.I01 Reskilling y upskilling de la población activa ligado a cualificaciones profesionales. Fomento del Empleo;73.500,00;24. FOMENTO DEL EMPLEO
2024;241B;Formación Profesional para el Empleo;1.178.386,26;24. FOMENTO DEL EMPLEO
2024;32SA;C19.I01 Competencias digitales transversales. Educación;42.000,00;32. EDUCACIÓN
2024;32SB;C19.I02 Transformación Digital de la Educación. Educación;59.804,01;32. EDUCACIÓN
2024;32TA;C20.I01 Reskilling y upskilling de la población activa ligado a cualificaciones profesionales. Educación;438.800,42;32. EDUCACIÓN
2024;32TB;C20.I02 Transformación Digital de la Formación Profesional;143.059,87;32. EDUCACIÓN
2024;32TC;C20.I03 Innovación e internacionalización de la formación profesional;193.203,23;32. EDUCACIÓN
2024;32TR;C20.R01 Plan de modernización de la Formación Profesional;400,00;32. EDUCACIÓN
2024;32UA;C21.I01 Creación de plazas del Primer Ciclo de Educación Infantil de titularidad pública (prioritariamente de 1 y 2 años): Reforma/rehabilitación y equipamiento para nuevas unidades; nueva construcción y equipamiento; y, gastos de personal y otros gastos.;136.210,00;32. EDUCACIÓN
2024;32UB;C21.I02 Programa de Orientación, Avance y Enriquecimiento Educativo en centros de especial complejidad educativa (Programa #PROA+).;120.626,50;32. EDUCACIÓN
2024;32UC;C21.I03 Creación de Unidades de Acompañamiento y Orientación Personal y Familiar del alumnado educativamente vulnerable, en los servicios educativos o psicopedagógicos situados en zonas y distritos escolares.;55.934,92;32. EDUCACIÓN
2024;32US;C21.R02 Diseño y aplicación de nuevo modelo curricular por competencias clave, priorizando aprendizajes fundamentales, y regulación de una ordenación académica inclusiva;400,00;32. EDUCACIÓN
2024;321M;Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;84.675,71;32. EDUCACIÓN
2024;321N;Formación permanente del profesorado de Educación;1.847,44;32. EDUCACIÓN
2024;322A;Educación Infantil y Primaria;194.695,38;32. EDUCACIÓN
2024;322B;Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas;583.748,50;32. EDUCACIÓN
2024;322E;Enseñanzas artísticas;4.757,97;32. EDUCACIÓN
2024;322F;Educación en el exterior;110.156,67;32. EDUCACIÓN
2024;322G;Educación compensatoria;4.144,07;32. EDUCACIÓN
2024;322L;Inversiones en centros educativos y otras actividades educativas;396.706,44;32. EDUCACIÓN
2024;323M;Becas y ayudas a estudiantes;2.549.784,10;32. EDUCACIÓN
2024;33ZA;C26.I01 Plan de Digitalización del Sector Deporte;57.391,93;33. CULTURA
2024;33ZB;C26.I02 Plan de Transición Ecológica de Instalaciones Deportivas;68.998,19;33. CULTURA
2024;33ZC;C26.I03 Plan Social del Sector Deporte;16.000,00;33. CULTURA
2024;336A;Fomento y apoyo de las actividades deportivas;248.585,87;33. CULTURA
2024;000X;Transferencias y libramientos internos (Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES);346.404,45;33. CULTURA
2024;143A;Cooperación para el desarrollo;1.193,98;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2024;223A;Prestaciones de garantía salarial;830.000,45;22. OTRAS PRESTACIONES ECONÓMICAS
2024;224A;Prestaciones económicas por cese de actividad;6.136,49;22. OTRAS PRESTACIONES ECONÓMICAS
2024;241A;Fomento de la inserción y estabilidad laboral;4.120.944,54;24. FOMENTO DEL EMPLEO
2024;241B;Formación Profesional para el Empleo;2.126.310,71;24. FOMENTO DEL EMPLEO
2024;241N;Desarrollo de la economía social y de la responsabilidad social de las empresas;9.811,48;24. FOMENTO DEL EMPLEO
2024;241O;Desarrollo del trabajo autónomo;6.839,16;24. FOMENTO DEL EMPLEO
2024;251M;Prestaciones a los desempleados;21.278.019,88;25. DESEMPLEO
2024;281M;Dirección y Servicios Generales de Trabajo y Economía Social;118.902,74;28. GESTIÓN Y ADMINISTRACIÓN DE TRABAJO Y ECONOMÍA SOCIAL
2024;291A;Inspección y control de Seguridad y Protección Social;203.130,84;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2024;494M;Administración de las relaciones laborales y condiciones de trabajo;80.568,51;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;912P;Asesoramiento del Gobierno en materia social, económica y laboral;9.220,85;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;000X;Transferencias y libramientos internos (Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL);564.232,62;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2024;42LB;C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial e I+D+i;1.000.000,00;42. INDUSTRIA Y ENERGÍA
2024;42MA;C13.I01 Emprendimiento. Industria;3.000,00;42. INDUSTRIA Y ENERGÍA
2024;421M;Dirección y Servicios Generales de Industria y Turismo;67.297,23;42. INDUSTRIA Y ENERGÍA
2024;421N;Regulación y protección de la Propiedad Industrial;53.424,74;42. INDUSTRIA Y ENERGÍA
2024;421O;Calidad y seguridad industrial;3.775,88;42. INDUSTRIA Y ENERGÍA
2024;422B;Desarrollo industrial;334.350,81;42. INDUSTRIA Y ENERGÍA
2024;422M;Reconversión y reindustrialización;652.774,86;42. INDUSTRIA Y ENERGÍA
2024;43MA;C13.I01 Emprendimiento. PYMES;44.800,00;43. COMERCIO, TURISMO Y PYMES
2024;43MB;C13.I02 Crecimiento. PYMES;198.000,00;43. COMERCIO, TURISMO Y PYMES
2024;43MC;C13.I03 Digitalización e Innovación I. PYMES;65.000,00;43. COMERCIO, TURISMO Y PYMES
2024;43NA;C14.I01 Transformación del modelo turístico hacia la sostenibilidad.;497.000,00;43. COMERCIO, TURISMO Y PYMES
2024;43NB;C14.I02 Programa de digitalización e inteligencia para destinos y sector turístico. Comercio, Turismo y PYMES;10.000,00;43. COMERCIO, TURISMO Y PYMES
2024;43NC;C14.I03 Estrategias de resiliencia turística para territorios extrapeninsulares.;64.000,00;43. COMERCIO, TURISMO Y PYMES
2024;43ND;C14.I04 Actuaciones especiales en el ámbito de la competitividad.;208.400,00;43. COMERCIO, TURISMO Y PYMES
2024;432A;Coordinación y promoción del turismo;270.076,89;43. COMERCIO, TURISMO Y PYMES
2024;433M;Apoyo a la pequeña y mediana empresa;142.320,09;43. COMERCIO, TURISMO Y PYMES
2024;46LB;C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial. I+D+i+Digitalización;2.898.670,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;46NB;C14.I02 Programa de digitalización e inteligencia para destinos y sector turístico. I+D+i+Digitalización;42.000,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;46SC;C19.I03 Competencias digitales para el empleo. I+D+i+Digitalización;54.000,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;464B;Apoyo a la innovación tecnológica en el sector de la defensa;1.601.150,14;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;467C;Investigación y desarrollo tecnológico-industrial;278.840,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2024;49LB;C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial. Otras Actuaciones de Carácter Económico;7.410,00;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;495C;Metrología;10.072,09;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2024;921U;Publicaciones;180,00;92. SERVICIOS DE CARÁCTER GENERAL
2024;000X;Transferencias y libramientos internos (Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO);101.990,39;92. SERVICIOS DE CARÁCTER GENERAL
2024;411M;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;135.896,33;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;412C;Competitividad y calidad de la producción y los mercados agrarios;58.454,27;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;412D;Competitividad y calidad de la sanidad agraria;46.690,50;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;412M;Regulación de los mercados agrarios;5.787.297,25;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;413A;Competitividad industria agroalimentaria y calidad alimentaria;34.387,25;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;414A;Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales;157.022,57;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;414B;Desarrollo del medio rural;1.782.545,38;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;415A;Protección de los recursos pesqueros y desarrollo sostenible;24.370,64;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;415B;Mejora de estructuras y mercados pesqueros;62.344,16;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;416A;Previsión de riesgos en las producciones agrarias y pesqueras;322.974,30;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;000X;Transferencias y libramientos internos (Sección: 21 MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN);357.218,03;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2024;921M;Dirección y Servicios Generales de Política Territorial y Memoria Democrática;41.363,67;92. SERVICIOS DE CARÁCTER GENERAL
2024;921P;Administración General del Estado en el Territorio;285.864,80;92. SERVICIOS DE CARÁCTER GENERAL
2024;922M;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;11.759,09;92. SERVICIOS DE CARÁCTER GENERAL
2024;925M;Memoria democrática;13.952,00;92. SERVICIOS DE CARÁCTER GENERAL
2024;942A;Cooperación económica local del Estado;58.439,33;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2024;42AB;C01.I02 Plan de incentivos a la instalación de puntos de recarga, a la adquisición de vehículos eléctricos y de pila de combustible y a la innovación en electromovilidad, recarga e hidrógeno verde;455.000,00;42. INDUSTRIA Y ENERGÍA
2024;42BC;C02.I03 Programa de rehabilitación energética de edificios (PREE);300.000,00;42. INDUSTRIA Y ENERGÍA
2024;42BD;C02.I04 Programa de regeneración y reto demográfico;225.000,00;42. INDUSTRIA Y ENERGÍA
2024;42GA;C07.I01 Desarrollo de energías renovables innovadoras, integradas en la edificación y en los procesos productivos;780.000,00;42. INDUSTRIA Y ENERGÍA
2024;42GB;C07.I02 Energía sostenible en las islas;25.000,00;42. INDUSTRIA Y ENERGÍA
2024;42HA;C08.I01 Despliegue del almacenamiento energético;93.747,41;42. INDUSTRIA Y ENERGÍA
2024;42HB;C08.I02 Digitalización de las redes;150.000,00;42. INDUSTRIA Y ENERGÍA
