year;code;name;amount;policy
2011;911M;Jefatura del Estado;8.434,28;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;911N;Actividad legislativa;216.421,09;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;911O;Control externo del Sector Público;62.216,14;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;911P;Control Constitucional;26.438,11;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;912N;Alto asesoramiento del Estado;10.476,16;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;951M;Amortización y gastos financieros de la deuda pública en moneda nacional;71.021.601,90;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2011;951N;Amortización y gastos financieros de la deuda pública en moneda extranjera;2.973.154,26;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2011;211N;Pensiones de Clases Pasivas;10.061.609,34;21. PENSIONES
2011;211O;Otras pensiones y prestaciones de Clases Pasivas;85.421,00;21. PENSIONES
2011;212N;Pensiones de guerra;342.301,00;21. PENSIONES
2011;111M;Gobierno del Poder Judicial;37.892,35;11. JUSTICIA
2011;111O;Selección y formación de jueces;26.691,66;11. JUSTICIA
2011;111P;Documentación y publicaciones judiciales;9.633,92;11. JUSTICIA
2011;141M;Dirección y Servicios Generales de Asuntos Exteriores;89.674,05;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;142A;Acción del Estado en el exterior;504.335,88;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;142B;Acción diplomática ante la Unión Europea;24.026,72;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;143A;Cooperación para el desarrollo;1.971.479,25;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;144A;Cooperación, promoción y difusión cultural en el exterior;114.944,65;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;467G;Investigación y desarrollo de la Sociedad de la Información;3.782,45;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;000X;Transferencias internas (Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES Y DE COOPERACIÓN);921.036,54;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;111N;Dirección y Servicios Generales de Justicia;62.052,43;11. JUSTICIA
2011;111Q;Formación del Personal de la Administración de Justicia;11.780,03;11. JUSTICIA
2011;111R;Formación de la Carrera Fiscal;4.934,36;11. JUSTICIA
2011;112A;Tribunales de Justicia y Ministerio Fiscal;1.529.326,69;11. JUSTICIA
2011;113M;Registros vinculados con la Fe Pública;30.943,09;11. JUSTICIA
2011;135M;Protección de datos de carácter personal;14.437,97;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;222M;Prestaciones económicas del Mutualismo Administrativo;22.355,40;22. OTRAS PRESTACIONES ECONÓMICAS
2011;312E;Asistencia sanitaria del Mutualismo Administrativo;80.766,57;31. SANIDAD
2011;467G;Investigación y desarrollo de la Sociedad de la Información;11.449,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;921S;Asesoramiento y defensa intereses del Estado;33.319,75;92. SERVICIOS DE CARÁCTER GENERAL
2011;000X;Transferencias internas (Sección: 13 MINISTERIO DE JUSTICIA);13.414,39;92. SERVICIOS DE CARÁCTER GENERAL
2011;121M;Administración y Servicios Generales de Defensa;1.234.354,79;12. DEFENSA
2011;121N;Formación del Personal de las Fuerzas Armadas;485.615,58;12. DEFENSA
2011;121O;Personal en reserva;546.558,68;12. DEFENSA
2011;122A;Modernización de las Fuerzas Armadas;383.151,67;12. DEFENSA
2011;122B;Programas especiales de modernización;204.525,47;12. DEFENSA
2011;122M;Gastos Operativos de las Fuerzas Armadas;2.362.737,85;12. DEFENSA
2011;122N;Apoyo Logístico;1.651.254,62;12. DEFENSA
2011;222M;Prestaciones económicas del Mutualismo Administrativo;121.343,68;22. OTRAS PRESTACIONES ECONÓMICAS
2011;312A;Asistencia hospitalaria en las Fuerzas Armadas;175.828,45;31. SANIDAD
2011;312E;Asistencia sanitaria del Mutualismo Administrativo;652.097,79;31. SANIDAD
2011;464A;Investigación y estudios de las Fuerzas Armadas;203.906,32;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;912Q;Asesoramiento para la protección de los intereses nacionales;228.200,30;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;931P;Control interno y Contabilidad Pública;314,02;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;000X;Transferencias internas (Sección: 14 MINISTERIO DE DEFENSA);310.199,78;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;219N;Gestión de pensiones de Clases Pasivas;7.973,38;21. PENSIONES
2011;231G;Atención a la infancia y a las familias;600,00;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;337B;Conservación y restauración de bienes culturales;12.906,60;33. CULTURA
2011;422A;Incentivos regionales a la localización industrial;179.129,14;42. INDUSTRIA Y ENERGÍA
2011;462N;Investigación y estudios estadísticos y económicos;7.056,39;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;3.097,15;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;492M;Defensa de la competencia;12.647,85;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;492N;Regulación y vigilancia de la competencia en el Mercado de Tabacos;9.374,49;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;493M;Dirección, control y gestión de seguros;293.266,29;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;493O;Regulación contable y de auditorias;7.272,19;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;921T;Servicios de transportes de Ministerios;47.434,73;92. SERVICIOS DE CARÁCTER GENERAL
2011;922N;Coordinación y relaciones financieras con los Entes Territoriales;6.061,61;92. SERVICIOS DE CARÁCTER GENERAL
2011;923A;Gestión del Patrimonio del Estado;414.216,82;92. SERVICIOS DE CARÁCTER GENERAL
2011;923C;Elaboración y difusión estadística;229.285,65;92. SERVICIOS DE CARÁCTER GENERAL
2011;923M;Dirección y Servicios Generales de Economía y Hacienda;1.284.544,21;92. SERVICIOS DE CARÁCTER GENERAL
2011;923N;Formación del personal de Economía y Hacienda;14.589,21;92. SERVICIOS DE CARÁCTER GENERAL
2011;923O;Gestión de la Deuda y de la Tesorería del Estado;11.767,89;92. SERVICIOS DE CARÁCTER GENERAL
2011;923P;Relaciones con los Organismos Financieros Multilaterales;557.536,72;92. SERVICIOS DE CARÁCTER GENERAL
2011;931M;Previsión y política económica;55.538,46;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;931N;Política presupuestaria;48.071,12;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;931O;Política tributaria;7.536,48;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;931P;Control interno y Contabilidad Pública;80.994,25;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;932A;Aplicación del sistema tributario estatal;1.078.758,61;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;932M;Gestión del catastro inmobiliario;108.983,05;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;932N;Resolución de reclamaciones económico-administrativas;29.906,00;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;000X;Transferencias internas (Sección: 15 MINISTERIO DE ECONOMÍA Y HACIENDA);1.275.690,09;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2011;131M;Dirección y Servicios Generales de Seguridad y Protección Civil;94.444,96;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;131N;Formación de Fuerzas y Cuerpos de Seguridad del Estado;97.107,61;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;131O;Fuerzas y Cuerpos en reserva;732.669,98;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;131P;Derecho de asilo y apátridas;3.436,68;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;132A;Seguridad ciudadana;5.387.926,73;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;132B;Seguridad vial;782.301,81;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;132C;Actuaciones policiales en materia de droga;81.132,53;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;133A;Centros e Instituciones Penitenciarias;1.162.414,42;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;133B;Trabajo, formación y asistencia a reclusos;29.550,32;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;134M;Protección Civil;16.609,15;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2011;464C;Investigación y estudios en materia de seguridad pública;1.250,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;1.750,60;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;924M;Elecciones y Partidos Políticos;245.154,89;92. SERVICIOS DE CARÁCTER GENERAL
2011;000X;Transferencias internas (Sección: 16 MINISTERIO DEL INTERIOR);123.928,96;92. SERVICIOS DE CARÁCTER GENERAL
2011;261M;Dirección y Servicios Generales de Vivienda;17.935,89;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2011;261N;Promoción, administración y ayudas para rehabilitación y acceso a vivienda;1.126.645,50;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2011;261O;Ordenación y fomento de la edificación;71.500,00;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2011;261P;Suelo y Políticas Urbanas;2.382,79;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2011;441M;Subvenciones y apoyo al transporte terrestre;213.952,97;44. INFRAESTRUCTURAS
2011;441N;Subvenciones y apoyo al transporte marítimo;84.360,00;44. INFRAESTRUCTURAS
2011;441O;Subvenciones y apoyo al transporte aéreo;344.847,59;44. INFRAESTRUCTURAS
2011;441P;Subvenciones al transporte extrapeninsular de mercancías;40.650,00;44. INFRAESTRUCTURAS
2011;451M;Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;44.401,20;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;451N;Dirección y Servicios Generales de Fomento;2.312.934,53;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;453A;Infraestructura del transporte ferroviario;1.717.426,58;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;453B;Creación de infraestructura de carreteras;1.433.264,95;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;453C;Conservación y explotación de carreteras;1.136.600,74;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;453M;Ordenación e inspección del transporte terrestre;66.079,51;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;454M;Seguridad del tráfico marítimo y vigilancia costera;197.172,37;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;455M;Regulación y supervisión de la aviación civil;57.575,65;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;467B;Investigación, desarrollo y experimentación en transporte e infraestructuras;4.420,90;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;2.800,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;491N;Servicio postal universal;70.394,08;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;495A;Desarrollo y aplicación de la información geográfica española;43.779,93;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;000X;Transferencias internas (Sección: 17 MINISTERIO DE FOMENTO);56.760,82;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;144A;Cooperación, promoción y difusión cultural en el exterior;15.095,78;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;321M;Dirección y Servicios Generales de la Educación;79.756,09;32. EDUCACIÓN
2011;321N;Formación permanente del profesorado de Educación;52.332,66;32. EDUCACIÓN
2011;322A;Educación infantil y primaria;263.325,42;32. EDUCACIÓN
2011;322B;Educación secundaria, formación profesional y Escuelas Oficiales de Idiomas;247.147,24;32. EDUCACIÓN
2011;322C;Enseñanzas universitarias;399.611,33;32. EDUCACIÓN
2011;322D;Educación especial;13.553,08;32. EDUCACIÓN
2011;322E;Enseñanzas artísticas;6.365,90;32. EDUCACIÓN
2011;322F;Educación en el exterior;116.280,35;32. EDUCACIÓN
2011;322G;Educación compensatoria;70.084,28;32. EDUCACIÓN
2011;322H;Educación permanente y a distancia no universitaria;6.708,56;32. EDUCACIÓN
2011;322J;Nuevas tecnologías aplicadas a la educación;107.661,79;32. EDUCACIÓN
2011;323M;Becas y ayudas a estudiantes;1.431.466,31;32. EDUCACIÓN
2011;324M;Servicios complementarios de la enseñanza;6.133,63;32. EDUCACIÓN
2011;324N;Apoyo a otras actividades escolares;24.910,55;32. EDUCACIÓN
2011;463A;Investigación científica;129.064,35;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;466A;Investigación y evaluación educativa;26.833,06;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;000X;Transferencias internas (Sección: 18 MINISTERIO DE EDUCACIÓN);7.445,91;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;143A;Cooperación para el desarrollo;3.115,88;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;212M;Pensiones no contributivas y prestaciones asistenciales;28.292,26;21. PENSIONES
2011;223M;Prestaciones de garantía salarial;1.428.514,26;22. OTRAS PRESTACIONES ECONÓMICAS
2011;224M;Prestaciones económicas por cese de actividad;2.963,70;22. OTRAS PRESTACIONES ECONÓMICAS
2011;231B;Acciones en favor de la ciudadanía española en el exterior;116.658,28;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231H;Integración de los inmigrantes;140.964,81;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231N;Coordinación en materia de extranjería e inmigración;7.002,12;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;241A;Fomento de la inserción y estabilidad laboral;7.322.565,41;24. FOMENTO DEL EMPLEO
2011;241N;Desarrollo de la economía social y de la responsabilidad social de las empresas;6.536,41;24. FOMENTO DEL EMPLEO
2011;251M;Prestaciones a los desempleados;30.474.059,63;25. DESEMPLEO
2011;291A;Inspección y control de Seguridad y Protección Social;140.326,78;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2011;291M;Dirección y Servicios Generales de Seguridad Social y Protección Social;157.487,50;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;957,51;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;494M;Administración de las relaciones laborales y condiciones de trabajo;46.812,95;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;912P;Asesoramiento del Gobierno en materia social, económica y laboral;9.349,76;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;000X;Transferencias internas (Sección: 19 MINISTERIO DE TRABAJO E INMIGRACIÓN);22.122.130,77;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;421M;Dirección y Servicios Generales de Industria y Energía;92.691,15;42. INDUSTRIA Y ENERGÍA
2011;421N;Regulación y protección de la propiedad industrial;60.397,16;42. INDUSTRIA Y ENERGÍA
2011;421O;Calidad y seguridad industrial;5.518,33;42. INDUSTRIA Y ENERGÍA
2011;422B;Desarrollo industrial;585.959,02;42. INDUSTRIA Y ENERGÍA
2011;422M;Reconversión y reindustrialización;704.500,65;42. INDUSTRIA Y ENERGÍA
2011;423M;Desarrollo alternativo de las comarcas mineras del carbón;145.100,00;42. INDUSTRIA Y ENERGÍA
2011;423N;Explotación minera;657.612,01;42. INDUSTRIA Y ENERGÍA
2011;424M;Seguridad nuclear y protección radiológica;48.079,46;42. INDUSTRIA Y ENERGÍA
2011;425A;Normativa y desarrollo energético;321.822,93;42. INDUSTRIA Y ENERGÍA
2011;431A;Promoción comercial e internacionalización de la empresa;591.658,93;43. COMERCIO, TURISMO Y PYMES
2011;431M;Dirección y Servicios Generales de Comercio y Turismo;27.011,65;43. COMERCIO, TURISMO Y PYMES
2011;431N;Ordenación del comercio exterior;12.486,36;43. COMERCIO, TURISMO Y PYMES
2011;431O;Ordenación y modernización de las estructuras comerciales;22.516,53;43. COMERCIO, TURISMO Y PYMES
2011;432A;Coordinación y promoción del turismo;623.254,61;43. COMERCIO, TURISMO Y PYMES
2011;433M;Apoyo a la pequeña y mediana empresa;156.011,85;43. COMERCIO, TURISMO Y PYMES
2011;457M;Infraestructuras en comarcas mineras del carbón;289.117,50;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;464B;Apoyo a la innovación tecnológica en el sector de la defensa;804.137,98;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467C;Investigación y desarrollo tecnológico-industrial;407.269,27;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;369.370,96;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467I;Innovación tecnológica de las telecomunicaciones;721.672,88;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;491M;Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información;30.115,47;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;495C;Metrología;9.076,72;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;921U;Publicaciones;2.535,01;92. SERVICIOS DE CARÁCTER GENERAL
2011;000X;Transferencias internas (Sección: 20 MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO);977.305,14;92. SERVICIOS DE CARÁCTER GENERAL
2011;143A;Cooperación para el desarrollo;3.826,55;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;463A;Investigación científica;682.595,30;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;463B;Fomento y coordinación de la investigación científica y técnica;2.139.768,61;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;465A;Investigación sanitaria;300.052,03;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467A;Astronomía y astrofísica;20.535,79;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467C;Investigación y desarrollo tecnológico-industrial;2.426.974,62;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467D;Investigación y experimentación agraria;81.259,44;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467E;Investigación oceanográfica y pesquera;60.515,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467F;Investigación geológico-minera y medioambiental;26.397,95;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467H;Investigación energética, medioambiental y tecnológica;86.723,95;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;000X;Transferencias internas (Sección: 21 MINISTERIO DE CIENCIA E INNOVACIÓN);837.083,01;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;226,35;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;922M;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;3.866,29;92. SERVICIOS DE CARÁCTER GENERAL
2011;922Q;Dirección y Servicios Generales de Política Territorial;22.449,08;92. SERVICIOS DE CARÁCTER GENERAL
2011;942A;Cooperación económica local del Estado;140.636,67;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;411M;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;3.401,37;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;412A;Competitividad y calidad de la producción agrícola;53.063,89;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;412B;Competitividad y calidad de la producción ganadera;135.298,69;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;412M;Regulación de los mercados agrarios;6.155.482,81;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;413A;Competitividad industria agroalimentaria y calidad alimentaria;40.850,98;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;414A;Gestión de Recursos Hídricos para el Regadío;66.542,86;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;414B;Desarrollo del medio rural;1.520.405,34;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;414C;Programa de Desarrollo Rural Sostenible;200.300,00;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;415A;Protección de los recursos pesqueros y desarrollo sostenible;28.666,58;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;415B;Mejora de estructuras y mercados pesqueros;93.335,78;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;416A;Previsión de riesgos en las producciones agrarias y pesqueras;281.144,50;41. AGRICULTURA, PESCA Y ALIMENTACIÓN
2011;451O;Dirección y Servicios Generales de Medio Ambiente;188.207,38;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;452A;Gestión e infraestructuras del agua;1.321.192,72;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;452M;Normativa y ordenación territorial de los recursos hídricos;121.438,93;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;456A;Calidad del agua;295.340,79;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;456B;Protección y mejora del medio ambiente;30.206,51;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;456C;Protección y mejora del medio natural;225.674,61;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;456D;Actuación en la costa;162.402,34;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;456M;Actuaciones para la prevención de la contaminación y el cambio climático;101.513,52;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;467G;Investigación y desarrollo de la Sociedad de la Información;619,01;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;495B;Meteorología;122.796,52;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;000X;Transferencias internas (Sección: 23 MINISTERIO DE MEDIO AMBIENTE, Y MEDIO RURAL Y MARINO);783.218,41;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;144A;Cooperación, promoción y difusión cultural en el exterior;17.885,39;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;331M;Dirección y Servicios Generales de Cultura;49.253,95;33. CULTURA
2011;332A;Archivos;42.468,90;33. CULTURA
2011;332B;Bibliotecas;77.051,77;33. CULTURA
2011;333A;Museos;213.719,23;33. CULTURA
2011;333B;Exposiciones;4.804,91;33. CULTURA
2011;334A;Promoción y cooperación cultural;54.158,43;33. CULTURA
2011;334B;Promoción del libro y publicaciones culturales;14.615,78;33. CULTURA
2011;334C;Fomento de las industrias culturales;30.800,68;33. CULTURA
2011;335A;Música y danza;107.205,62;33. CULTURA
2011;335B;Teatro;56.232,22;33. CULTURA
2011;335C;Cinematografía;113.481,09;33. CULTURA
2011;337B;Conservación y restauración de bienes culturales;45.889,69;33. CULTURA
2011;337C;Protección del Patrimonio Histórico;10.345,17;33. CULTURA
2011;467G;Investigación y desarrollo de la Sociedad de la Información;1.400,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;000X;Transferencias internas (Sección: 24 MINISTERIO DE CULTURA);459.566,23;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;144A;Cooperación, promoción y difusión cultural en el exterior;3.348,73;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2011;222M;Prestaciones económicas del Mutualismo Administrativo;412.360,65;22. OTRAS PRESTACIONES ECONÓMICAS
2011;312E;Asistencia sanitaria del Mutualismo Administrativo;1.355.466,72;31. SANIDAD
2011;322K;Deporte en edad escolar y en la Universidad;16.536,30;32. EDUCACIÓN
2011;336A;Fomento y apoyo de las actividades deportivas;150.105,31;33. CULTURA
2011;337A;Administración del Patrimonio Histórico-Nacional;121.055,55;33. CULTURA
2011;462M;Investigación y estudios sociológicos y constitucionales;13.196,98;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;467G;Investigación y desarrollo de la Sociedad de la Información;19.502,44;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;911Q;Apoyo a la gestión administrativa de la Jefatura del Estado;6.203,07;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;912M;Presidencia del Gobierno;43.406,66;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;912O;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección;68.428,54;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2011;921N;Dirección y organización de la Administración Pública;24.298,43;92. SERVICIOS DE CARÁCTER GENERAL
2011;921O;Formación del personal de las Administraciones Públicas;146.071,10;92. SERVICIOS DE CARÁCTER GENERAL
2011;921P;Administración periférica del Estado;316.608,10;92. SERVICIOS DE CARÁCTER GENERAL
2011;921Q;Cobertura informativa;18.404,02;92. SERVICIOS DE CARÁCTER GENERAL
2011;921R;Publicidad de las normas legales;36.110,83;92. SERVICIOS DE CARÁCTER GENERAL
2011;921V;Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo;4.621,60;92. SERVICIOS DE CARÁCTER GENERAL
2011;000X;Transferencias internas (Sección: 25 MINISTERIO DE LA PRESIDENCIA);308.699,36;92. SERVICIOS DE CARÁCTER GENERAL
2011;231A;Plan Nacional sobre Drogas;25.867,27;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231F;Otros servicios sociales del Estado;240.154,01;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
